rank,id,object_type,RA,Dec,constellation,major_axis_deg,minor_axis_deg,mag_v,mag_b,mag_proxy,wikipedia_url,common_names,identifiers
528,NGC3587,PN,11:14:47.71,+55:01:08.5,UMa,3.58,,9.9,11.6,9.9,https://en.wikipedia.org/wiki/Messier_97,Owl Nebula,"IRAS 11119+5517,PN G148.4+57.0,SDSS J111447.71+550108.5"
529,NGC4559,G,12:35:57.65,+27:57:36.0,Com,10.57,4.82,9.92,10.28,9.92,https://en.wikipedia.org/wiki/NGC_4559,,"2MASX J12355768+2757351,C 036,IRAS 12334+2814,MCG +05-30-030,PGC 042002,SDSS J123557.64+275735.9,UGC 07766"
530,NGC4216,G,12:15:54.44,+13:08:57.8,Vir,7.82,1.84,9.93,10.87,9.93,https://en.wikipedia.org/wiki/NGC_4216,,"2MASX J12155444+1308578,IRAS 12133+1325,MCG +02-31-072,PGC 039246,UGC 07284"
531,NGC1404,G,03:38:51.92,-35:35:39.8,Eri,5.01,4.38,9.93,10.89,9.93,https://en.wikipedia.org/wiki/NGC_1404,,"2MASX J03385191-3535398,ESO 358-046,ESO-LV 358-0460,MCG -06-09-013,PGC 013433"
532,NGC1380,G,03:36:27.59,-34:58:34.4,For,4.58,2.22,9.94,10.89,9.94,https://en.wikipedia.org/wiki/NGC_1380,,"2MASX J03362757-3458335,2MASX J03362759-3458346,ESO 358-028,ESO-LV 358-0280,IRAS 03345-3508,MCG -06-09-002,PGC 013318"
533,NGC1433,G,03:42:01.55,-47:13:19.5,Hor,6.19,2.96,9.95,10.81,9.95,https://en.wikipedia.org/wiki/NGC_1433,,"2MASX J03420155-4713194,ESO 249-014,ESO-LV 249-0140,IRAS 03404-4722,PGC 013586"
534,NGC3384,G,10:48:16.89,+12:37:45.4,Leo,5.24,2.37,9.96,10.89,9.96,https://en.wikipedia.org/wiki/NGC_3384,,"2MASX J10481689+1237454,MCG +02-28-012,PGC 032292,SDSS J104816.88+123745.3,UGC 05911"
537,NGC5248,G,13:37:32.02,+08:53:06.6,Boo,4.07,2.38,9.97,10.88,9.97,https://en.wikipedia.org/wiki/NGC_5248,,"2MASX J13373206+0853062,C 045,IRAS 13350+0908,MCG +02-35-015,PGC 048130,SDSS J133732.02+085306.6,UGC 08616"
538,NGC3344,G,10:43:31.15,+24:55:20.0,LMi,6.7,6.37,9.98,10.5,9.98,https://en.wikipedia.org/wiki/NGC_3344,,"2MASX J10433114+2455199,IRAS 10407+2511,MCG +04-25-046,PGC 031968,UGC 05840"
540,NGC4636,G,12:42:49.83,+02:41:16.0,Vir,6.35,4.7,9.99,10.04,9.99,https://en.wikipedia.org/wiki/NGC_4636,,"2MASX J12424986+0241160,MCG +01-32-137,PGC 042734,SDSS J124249.82+024115.9,UGC 07878"
546,NGC3607,G,11:16:54.64,+18:03:06.3,Leo,4.59,4.03,10.0,10.93,10.0,https://en.wikipedia.org/wiki/NGC_3607,,"2MASX J11165465+1803065,MCG +03-29-020,PGC 034426,SDSS J111654.63+180306.3,UGC 06297"
549,NGC0891,G,02:22:33.41,+42:20:56.9,And,13.03,3.03,10.01,10.84,10.01,https://en.wikipedia.org/wiki/NGC_891,,"2MASX J02223290+4220539,C 023,IRAS 02193+4207,MCG +07-05-046,PGC 009031,UGC 01831"
551,IC5332,G,23:34:27.49,-36:06:03.9,Scl,6.07,5.77,10.03,11.27,10.03,https://en.wikipedia.org/wiki/IC_5332,,"2MASX J23342748-3606038,ESO 408-009,ESO-LV 408-0090,MCG -06-51-012,PGC 071775"
552,NGC7507,G,23:12:07.59,-28:32:22.6,Scl,3.33,3.2,10.04,11.37,10.04,https://en.wikipedia.org/wiki/NGC_7507,,"2MASX J23120759-2832227,ESO 469-019,ESO-LV 469-0190,MCG -05-54-022,PGC 070676"
556,NGC3556,G,11:11:30.97,+55:40:26.8,UMa,3.98,1.66,10.05,10.7,10.05,https://en.wikipedia.org/wiki/Messier_108,,"2MASX J11113096+5540268,IRAS 11085+5556,MCG +09-18-098,PGC 034030,SDSS J111131.06+554027.4,UGC 06225"
557,NGC5068,G,13:18:54.81,-21:02:20.8,Vir,7.48,6.7,10.06,10.64,10.06,https://en.wikipedia.org/wiki/NGC_5068,,"2MASX J13185480-2102207,ESO 576-029,ESO-LV 576-0290,IRAS 13161-2046,MCG -03-34-046,PGC 046400,UGCA 345"
559,NGC4552,G,12:35:39.81,+12:33:22.8,Vir,8.13,8.0,10.08,10.68,10.08,https://en.wikipedia.org/wiki/Messier_89,,"2MASX J12353988+1233217,MCG +02-32-149,PGC 041968,SDSS J123539.80+123322.8,UGC 07760"
560,NGC4976,G,13:08:37.53,-49:30:23.1,Cen,5.83,3.27,10.08,10.97,10.08,https://en.wikipedia.org/wiki/NGC_4976,,"2MASX J13083752-4930230,ESO 219-029,ESO-LV 219-0290,PGC 045562"
561,NGC4429,G,12:27:26.51,+11:06:27.8,Vir,5.3,2.42,10.08,10.88,10.08,https://en.wikipedia.org/wiki/NGC_4429,,"2MASX J12272655+1106271,IRAS 12249+1123,MCG +02-32-061,PGC 040850,SDSS J122726.50+110627.7,UGC 07568"
563,NGC3675,G,11:26:08.58,+43:35:09.3,UMa,5.9,3.27,10.09,10.96,10.09,https://en.wikipedia.org/wiki/NGC_3675,,"2MASX J11260858+4335093,IRAS 11234+4351,MCG +07-24-004,PGC 035164,SDSS J112608.55+433509.6,UGC 06439"
564,NGC4473,G,12:29:48.87,+13:25:45.7,Com,4.27,2.51,10.09,11.05,10.09,https://en.wikipedia.org/wiki/NGC_4473,,"2MASX J12294887+1325455,MCG +02-32-093,PGC 041228,SDSS J122948.86+132545.9,UGC 07631"
566,NGC1365,G,03:33:36.37,-36:08:25.4,For,12.02,6.14,10.1,10.36,10.1,https://en.wikipedia.org/wiki/NGC_1365,,"2MASX J03333645-3608263,ESO 358-017,ESO-LV 358-0170,IRAS 03317-3618,MCG -06-08-026,PGC 013179"
567,NGC3953,G,11:53:48.92,+52:19:36.4,UMa,6.14,3.13,10.1,10.48,10.1,https://en.wikipedia.org/wiki/NGC_3953,,"2MASX J11534902+5219355,IRAS 11511+5236,MCG +09-20-026,PGC 037306,SDSS J115349.00+521936.6,UGC 06870"
570,NGC2784,G,09:12:19.50,-24:10:21.4,Hya,4.82,1.85,10.1,11.24,10.1,https://en.wikipedia.org/wiki/NGC_2784,,"2MASX J09121949-2410213,ESO 497-023,ESO-LV 497-0230,MCG -04-22-005,PGC 025950,UGCA 152"
574,NGC0650,PN,01:42:19.69,+51:34:31.7,Per,1.12,,10.1,12.2,10.1,https://en.wikipedia.org/wiki/Messier_76,"Barbell Nebula,Cork Nebula,Little Dumbbell Nebula","2MASX J01421808+5134243,IRAS 01391+5119,PN G130.9-10.5"
575,NGC1232,G,03:09:45.51,-20:34:45.5,Eri,6.79,5.77,10.11,10.56,10.11,https://en.wikipedia.org/wiki/NGC_1232,,"2MASX J03094551-2034454,ESO 547-014,ESO-LV 547-0140,IRAS 03074-2045,PGC 011819"
576,NGC0925,G,02:27:16.88,+33:34:45.0,Tri,10.72,5.75,10.12,10.59,10.12,https://en.wikipedia.org/wiki/NGC_925,,"2MASX J02271691+3334439,IRAS 02243+3321,MCG +05-06-045,PGC 009332,UGC 01913"
